0x1b75e0a2	FOD_switch_enable
0x7fac5fcb	remove_proc_entry
0x37110088	remove_wait_queue
0xdbdb0e8b	request_any_context_irq
0x2e2682d1	request_firmware
0x1fbf690e	request_firmware_nowait
0x92d5838e	request_threaded_irq
0x6c4b6684	reset_control_assert
0xb2210d64	reset_control_deassert
0x69b18f43	rfc1042_header
0x786e90a7	rfkill_alloc
0xc0763484	rfkill_blocked
0xdb68bbad	rfkill_destroy
0xaad6d92f	rfkill_init_sw_state
0xff282521	rfkill_register
0xc781bd9f	rfkill_resume_polling
0x0cdce87c	rfkill_set_hw_state_reason
0x083eb21c	rfkill_unregister
0x1df13bbf	rhashtable_free_and_destroy
0x694ce81c	rhashtable_insert_slow
0x8c2573d1	rhltable_init
0xb7f990e9	rht_bucket_nested
0xebfbabb3	rht_bucket_nested_insert
0xd37dabd6	rmnet_aps_post_queue
0xe36c18ff	rmnet_aps_pre_queue
0xb3c15579	rmnet_ctl_get_stats
0x98411e14	rmnet_ctl_if
0x60873f62	rmnet_frag_deliver
0x12a0a70c	rmnet_frag_descriptor_add_frags_from
0x1dd4445e	rmnet_frag_header_ptr
0xf5e708e5	rmnet_frag_ipv6_skip_exthdr
0xc874d276	rmnet_get_port
0x6de38420	rmnet_is_real_dev_registered
0x179fdbff	rmnet_map_dl_ind_deregister
0xdc11421a	rmnet_map_dl_ind_register
0x78fe72ce	rmnet_module_hook_perf_ingress
0xf183cf8e	rmnet_module_hook_register
0x132c98da	rmnet_module_hook_unregister_no_sync
0x4b87f955	rmnet_perf_chain_end
0xc30c91d0	rmnet_perf_desc_entry
0x65c72acd	rmnet_perf_egress_hook1
0xe71c79d0	rmnet_perf_tether_cmd_hook
0x1f455b7c	rmnet_perf_tether_egress_hook
0xb0edb02f	rmnet_perf_tether_ingress_hook
0x0ad23675	rmnet_qmap_send
0x64f8e16e	rmnet_recycle_frag_descriptor
0x07a6d913	rmnet_rx_handler
0xa7eec473	rmnet_shs_skb_entry
0x31e882d8	rmnet_shs_switch
0x0b2ff977	rmnet_wlan_ll_tuple_hook
0x0ec443b0	rndis_ipa_cleanup
0x67056412	rndis_ipa_init
0x44b589e9	rndis_ipa_pipe_connect_notify
0x9eae76fa	rndis_ipa_pipe_disconnect_notify
0x091eb9b4	round_jiffies
0x1eb9516e	round_jiffies_relative
0x50fad434	round_jiffies_up
0x973842fb	rpmh_drv_start
0x042132b2	rpmh_drv_stop
0xe9bb20aa	rpmh_get_device
0x5be668f4	rpmh_invalidate
0x45abe2c2	rpmh_mode_solver_set
0x96aa1d9e	rpmh_write_sleep_and_wake
0x2319006f	rpmh_write_sleep_and_wake_no_child
0x650eaf18	rpmsg_get_signals
0xf60685b8	rpmsg_poll
0x61978e79	rpmsg_register_device
0x8624a2fc	rpmsg_rx_done
0x0cc4c51d	rpmsg_send
0x4fbe4d23	rpmsg_set_signals
0x0763dcdc	rpmsg_trysend
0x8e0b4dc7	rpmsg_unregister_device
0xc78d3add	rproc_add
0x192ad040	rproc_add_subdev
0x126d8eed	rproc_alloc
0xe4a5b329	rproc_boot
0x0a5b383b	rproc_coredump
0x838bf24b	rproc_coredump_add_custom_segment
0xdccd6c68	rproc_coredump_add_segment
0xdd2f4d5a	rproc_coredump_cleanup
0xa91926af	rproc_coredump_set_elf_info
0x79266395	rproc_del
0x096b9f73	rproc_free
0xd99245c2	rproc_get_by_child
0xf668cd44	rproc_get_by_phandle
0x6c23696b	rproc_put
0x48a4fc89	rproc_remove_subdev
0x6db814e3	rproc_report_crash
0x1231e951	rproc_shutdown
0x8159496a	rsa_with_sha1_verify
0x3d5bbe1f	rt_mutex_lock
0x6330a1b3	rt_mutex_unlock
0xab9cbcf1	rtc_class_close
0x188b09da	rtc_class_open
0xdd276376	rtc_read_time
0x356461c8	rtc_time64_to_tm
0x4f2250ba	rtc_tm_to_time64
0x85670f1d	rtnl_is_locked
0x84154d8f	rtnl_link_register
0xbbd02329	rtnl_link_unregister
0xc7a4fbed	rtnl_lock
0xf4f14de6	rtnl_trylock
0xba7c984c	rtnl_unicast
0x6e720ff2	rtnl_unlock
0xcfbfbb96	runqueues
0xdf9df228	s_module_load_state
0x5bbdfa26	scatterwalk_ffwd
0x845dbf3b	scatterwalk_map_and_copy
0xd653b126	sched_clock
0x1eba8f5f	sched_lpm_disallowed_time
0x35900353	sched_set_fifo
0x655c9e2a	sched_set_normal
0xac32689f	sched_setscheduler
0xf2702925	sched_setscheduler_nocheck
0x7f5add08	sched_show_task
0x01000e51	schedule
0x8ddd8aad	schedule_timeout
0x054496b4	schedule_timeout_interruptible
0x2eb8a6e9	scmi_driver_register
0x319cd7ee	scmi_driver_unregister
0xe8dd99f4	scmi_protocol_register
0xd1f9d24c	scmi_protocol_unregister
0x96848186	scnprintf
0x84551c76	scsi_autopm_get_device
0x1bd064ad	scsi_autopm_put_device
0x16af9b14	scsi_block_when_processing_errors
0xc1d5d504	scsi_cmd_allowed
0x0334da4e	scsi_command_size_tbl
0x6d7dc655	scsi_device_get
0x3cd949cf	scsi_device_put
0x7610019d	scsi_ioctl
0xbd5e0e7a	scsi_ioctl_block_when_processing_errors
0xfbad3cf0	scsi_normalize_sense
0x51d2ced7	scsi_register_interface
0xe82dd611	sd_partition_rw
0x23a274a0	sdev_prefix_printk
0x7e2df472	send_ssrinfo_to_rstinfo
0x748c3cf7	seq_hex_dump
0x9efacf32	seq_lseek
0x7529d847	seq_open
0x1e42c653	seq_printf
0x0326aea6	seq_putc
0xf53068cd	seq_puts
0x8d452a34	seq_read
0xde2fd419	seq_release
0xb1d88668	seq_vprintf
0xfea11aa0	seq_write
0x7273313c	set_blocksize
0x4f19775a	set_capacity
0x4b31b194	set_capacity_and_notify
0x3df3a943	set_cpus_allowed_ptr
0x9e61bb05	set_freezable
0x365acda7	set_normalized_timespec64
0x9a293753	set_page_dirty_lock
0x7d15e761	set_user_nice
0x3a2f6702	sg_alloc_table
0xdf889f6a	sg_alloc_table_from_pages_segment
0x905695ab	sg_copy_from_buffer
0x02b8ab42	sg_copy_to_buffer
0x7f5b4fe4	sg_free_table
0xb320cc0e	sg_init_one
0xf888ca21	sg_init_table
0x19c03e9f	sg_miter_next
0xd7c643dc	sg_miter_skip
0x54ba365f	sg_miter_start
0x55f23c16	sg_miter_stop
0x461d16ca	sg_nents
0x87b8798d	sg_next
0x7f15837f	shmem_read_mapping_page_gfp
0x40c7247c	si_meminfo
0xec13c83c	si_swapinfo
0x7c8e2db2	simple_attr_open
0x730c85fe	simple_attr_read
0xf289dbc4	simple_attr_release
0x881b4364	simple_attr_write
0x7b9dbc42	simple_open
0x619cb7dd	simple_read_from_buffer
0x0b742fd7	simple_strtol
0x20000329	simple_strtoul
0xbb4f4766	simple_write_to_buffer
0x739706ab	single_open
0xad54611b	single_open_size
0x05dc6186	single_release
0x56be23e1	sk_free
0x3a6d2842	skb_add_rx_frag
0x40f1684f	skb_append_pagefrags
0x7cf442a9	skb_checksum
0xf3fdb7a9	skb_checksum_help
0x434da991	skb_clone
0xa0b5a76d	skb_clone_sk
0xc894f5d2	skb_coalesce_rx_frag
0xd2a80228	skb_complete_wifi_ack
0x137d9905	skb_copy
0x0d9a87a8	skb_copy_bits
0x50ae741c	skb_copy_expand
0x9b0b74c7	skb_dequeue
0x379bda39	skb_dequeue_tail
0x798ed3f9	skb_ensure_writable
0xeddb190e	skb_pull
0x6367416f	skb_push
0xfddec350	skb_put
0x5c26301d	skb_queue_head
0x4e60e016	skb_queue_purge
0x6e3a5b6a	skb_queue_tail
0x815c2990	skb_to_sgvec
0x8d82e354	skb_trim
0x3b1d20e2	skb_unlink
0xb71589f0	skip_spaces
0xec5ec662	slim_alloc_txn_tid
0x8883f2f1	slim_driver_unregister
0xa076723a	slim_free_txn_tid
0x121806a5	slim_get_logical_addr
0xcd40e1f8	slim_msg_response
0x53616af4	slim_readb
0x6743780d	slim_register_controller
0xff59cd06	slim_report_absent
0x5d882292	slim_stream_allocate
0x0ae45f5f	slim_stream_disable
0xfaac2593	slim_stream_enable
0x9f1210c8	slim_stream_prepare
0x6d785760	slim_stream_unprepare_disconnect_port
0x16d82d93	slim_unregister_controller
0xa2bcd346	slim_writeb
0x6228c21f	smp_call_function_single
0x76b4ce64	snd_compr_stop_error
0xd9415199	snd_ctl_add
0xb40d3648	snd_ctl_new1
0x4e83753d	snd_ctl_notify
0x0096bc03	snd_event_client_deregister
0xb3c80c3e	snd_event_client_register
0x55673a04	snd_event_master_deregister
0xe78cdfa3	snd_event_master_register
0x13f90cdb	snd_event_mstr_add_client
0x36796d69	snd_event_notify
0x827dd4d0	snd_info_create_card_entry
0x62360a03	snd_info_create_module_entry
0xacf26b8f	snd_info_free_entry
0x1fa0a2c6	snd_info_register
0x04cda566	snd_interval_refine
0x19d2d910	snd_jack_set_key
0x1fe8c9a9	snd_pcm_add_chmap_ctls
0x649892e8	snd_pcm_create_iec958_consumer_default
0x4f5e01bd	snd_pcm_fill_iec958_consumer
0x5c407196	snd_pcm_fill_iec958_consumer_hw_params
0x68a24153	snd_pcm_format_physical_width
0xe56a9336	snd_pcm_format_width
0x389a5705	snd_pcm_hw_constraint_eld
0x40703753	snd_soc_add_component_controls
0x57cb24c0	snd_soc_bytes_tlv_callback
0xfe52dd2e	snd_soc_card_get_kcontrol
0x5fd908c1	snd_soc_card_jack_new
0x08cdf25e	snd_soc_component_disable_pin
0x8b4913a3	snd_soc_component_exit_regmap
0xa961e90b	snd_soc_component_force_enable_pin
0x404c5fd5	snd_soc_component_init_regmap
0x5d17825d	snd_soc_component_read
0x94ea7b1b	snd_soc_component_set_sysclk
0xf0ee2a93	snd_soc_component_update_bits
0x51cdd827	snd_soc_component_write
0xdff80000	snd_soc_dai_get_channel_map
0x8c51fe19	snd_soc_dai_set_channel_map
0xe8934513	snd_soc_dai_set_fmt
0xd1abd769	snd_soc_dai_set_sysclk
0x78b5a5b0	snd_soc_dapm_add_routes
0x0602a821	snd_soc_dapm_disable_pin
0xf116436b	snd_soc_dapm_force_enable_pin
0xbfd95ceb	snd_soc_dapm_get_enum_double
0x0f2b5276	snd_soc_dapm_get_volsw
0xea7e66b7	snd_soc_dapm_ignore_suspend
0x00a2c1fa	snd_soc_dapm_kcontrol_widget
0xef5e7921	snd_soc_dapm_mixer_update_power
0xa95c97c9	snd_soc_dapm_mux_update_power
0xe58d9664	snd_soc_dapm_new_controls
0x2217d2e3	snd_soc_dapm_new_widgets
0x2730222a	snd_soc_dapm_put_enum_double
0x6f3d2d87	snd_soc_dapm_put_volsw
0xcd16289f	snd_soc_dapm_sync
0x6012eda7	snd_soc_get_enum_double
0x49a1b376	snd_soc_get_pcm_runtime
0x8d1f3b35	snd_soc_get_volsw
0xfd9e9266	snd_soc_get_volsw_range
0xfd1bd516	snd_soc_get_volsw_sx
0x10469bef	snd_soc_info_enum_double
0xcaf7db04	snd_soc_info_multi_ext
0x09fdf64b	snd_soc_info_volsw
0x4e4ef56a	snd_soc_info_volsw_range
0x3ff98ec0	snd_soc_info_volsw_sx
0xc63c3646	snd_soc_jack_report
0xa673e375	snd_soc_lookup_component
0x6198c7f4	snd_soc_new_compress
0x96494d86	snd_soc_of_parse_audio_routing
0x6444d6c3	snd_soc_of_parse_card_name
0x198825b6	snd_soc_pm_ops
0xef2f5276	snd_soc_put_enum_double
0xfb6f8371	snd_soc_put_volsw
0x72a32db7	snd_soc_put_volsw_range
0xf691a5f0	snd_soc_put_volsw_sx
0x61bd6f6b	snd_soc_register_component
0x65296e37	snd_soc_rtdcom_lookup
0xbd6bd42f	snd_soc_unregister_card
0x7f38e916	snd_soc_unregister_component
0x9c2edab7	snd_usb_autoresume
0x9fc73a86	snd_usb_autosuspend
0x445aac28	snd_usb_endpoint_close
0x3a0342b4	snd_usb_endpoint_configure
0xe350577b	snd_usb_endpoint_open
0x656e4a6e	snprintf
0xfcf2dc8e	socinfo_get_feature_code
0x730a46e6	socinfo_get_id
0x36b5aac0	socinfo_get_id_string
0x334ad36b	socinfo_get_part_count
0x993fce1d	socinfo_get_part_info
0x98b5304f	socinfo_get_partinfo_chip_id
0xe698c86e	socinfo_get_partinfo_part_name
0xea6623d5	socinfo_get_partinfo_vulkan_id
0xf3617ca8	socinfo_get_pcode
0xb2200525	socinfo_get_subpart_info
0x883648f5	sock_create_kern
0x5228b05b	sock_release
0xddef9af3	softnet_data
0xb7c0f443	sort
0x08e5012c	spec_sync_wait_bind_array
0x8892c6d0	spf_core_apm_close_all
0x8d8c0146	spf_core_is_apm_ready
0x0376ccbe	spi_register_controller
0xa7b14d70	spi_setup
0x47c4cbb4	spi_sync
0xbbded0c9	spi_unregister_controller
0xf7f3c3bd	spmi_controller_add
0x42a12f4c	spmi_controller_alloc
0xafc99d3f	spmi_controller_remove
0xdc703958	spmi_pmic_arb_map_address
0x661601de	sprint_symbol
0x3c3ff9fd	sprintf
0x538e2504	sps_alloc_endpoint
0x96d962ca	sps_bam_disable_irqs
0x96ccda4a	sps_bam_enable_irqs
0xb17fb7c0	sps_connect
0x31472e84	sps_deregister_bam_device
0xb21d93eb	sps_device_reset
0x31a85ef3	sps_disconnect
0x2db6f573	sps_free_endpoint
0xc933d2eb	sps_get_bam_addr
0x8d37946b	sps_get_bam_debug_info
0xa6d6d4c1	sps_get_config
0xaf0c4f48	sps_phy2h
0x5e208f0e	sps_pipe_reset
0x71166874	sps_register_bam_device
0xbc264779	sps_register_event
0x0a5e439f	sps_set_config
0xc9482643	sps_setup_bam2bam_fifo
0xaa8378f7	sps_timer_ctrl
0xaea9a48f	sps_transfer
0xbc161640	sps_transfer_one
0xa02d239a	srcu_init_notifier_head
0xce9884d7	srcu_notifier_call_chain
0x4c1feec0	srcu_notifier_chain_register
0x75dd14d2	srcu_notifier_chain_unregister
0xbcab6ee6	sscanf
0x68d92c47	stm_data_write
0x644043f7	stm_register_device
0x445cf98d	stm_register_protocol
0x31fec22f	stm_source_register_device
0xd3adaf7f	stm_source_unregister_device
0xf6a67c59	stm_source_write
0x39b7a1bf	stm_unregister_device
0x73435891	stm_unregister_protocol
0xf4db35bc	stpcpy
0xaafdc258	strcasecmp
0x061651be	strcat
0x349cba85	strchr
0xceab0311	strchrnul
0xe2d5255a	strcmp
0xe914e41e	strcpy
0x1ac5d3cb	strcspn
0x77bc13a0	strim
0xf9c0b663	strlcat
0x5792f848	strlcpy
0x98cf60b3	strlen
0x96b29254	strncasecmp
0x2e2b40d2	strncat
0x4841bdee	strnchr
0x5a921311	strncmp
0x9166fada	strncpy
0xa916b694	strnlen
0xc310b981	strnstr
0x9a1dfd65	strpbrk
0x9f984513	strrchr
0x7410aba2	strreplace
0xdd64e639	strscpy
0xfbb8a761	strscpy_pad
0x85df9b6c	strsep
0x1e6d26a8	strstr
0x60f863bb	submit_bh
0x6418d54f	submit_bio
0xbc2a01fc	subsystem_sleep_debug_enable
0x4dd7c819	swr_connect_port
0x8952c354	swr_device_down
0xc30b4fff	swr_device_up
0x1a2ac392	swr_device_wakeup_unvote
0x8577c159	swr_device_wakeup_vote
0xa05602e1	swr_disconnect_port
0xcea6a94e	swr_driver_register
0x9029b8d0	swr_driver_unregister
0xe70df549	swr_get_logical_dev_num
0xb9893d10	swr_init_port_params
0x109273d6	swr_master_add_boarddevices
0xab993453	swr_port_response
0xcb7c25ff	swr_read
0xd0ffadff	swr_register_master
0xc54755c4	swr_remove_device
0x3e87ed71	swr_remove_from_group
0xf4af6f33	swr_reset_device
0x55322caf	swr_set_device_group
0x7d2a7144	swr_slvdev_datapath_control
0x1892cc33	swr_unregister_master
0x0f4b20d1	swr_write
0x8713543c	swrm_wcd_notify
0x45f84c42	sync_file_create
0x4dca08ee	sync_file_get_fence
0xe523ad75	synchronize_irq
0x609f1c7e	synchronize_net
0x6091797f	synchronize_rcu
0xdc642c4c	synchronize_srcu
0x127dc2c4	synx_deregister_ops
0xb40c7137	synx_get_status
0xcd56f629	synx_import
0x8f16b6a4	synx_initialize
0x539fd702	synx_register_ops
0x23465350	synx_release
0x9a5e29ff	synx_signal
0x19d93bd8	synx_uninitialize
0x0c094b1d	synx_wait
0xfe5d4bb2	sys_tz
0xc685e4a0	syscon_node_to_regmap
0xfb025849	sysctl_vals_new
0xff5bc9e3	sysfs_add_file_to_group
0x7163190a	sysfs_add_link_to_group
0x88940688	sysfs_create_bin_file
0xa8f73ef5	sysfs_create_file_ns
0xefcb91eb	sysfs_create_files
0x1da5bdd1	sysfs_create_group
0xd3fe314a	sysfs_create_groups
0x038677ca	sysfs_create_link
0xe783e261	sysfs_emit
0x99f2d00a	sysfs_emit_at
0x9304c8a2	sysfs_notify
0xce2501e7	sysfs_remove_bin_file
0xba009c73	sysfs_remove_file_from_group
0xd1fd9abb	sysfs_remove_file_ns
0x32805c25	sysfs_remove_files
0x08c05688	sysfs_remove_group
0x30c19b90	sysfs_remove_groups
0x5b93a483	sysfs_remove_link
0x4402ef19	sysfs_remove_link_from_group
0x222e7ce2	sysfs_streq
0x841f2264	sysfs_update_group
0x4a17ed66	sysrq_mask
0xd4034828	system_freezable_wq
0x7ab88a45	system_freezing_cnt
0xcd91b127	system_highpri_wq
0x47884890	system_power_efficient_wq
0x015af7f4	system_state
0xd4c14632	system_unbound_wq
0x2d3385d3	system_wq
0x8e66fc87	task_active_pid_ns
0x2364c85a	tasklet_init
0x0ea3c74e	tasklet_kill
0xa07d1b3c	tasklet_setup
0x350f6ce5	tasklet_unlock_wait
0xba4618ec	thermal_cdev_update
0x0066e8a7	thermal_cooling_device_register
0xbe4a6e97	thermal_cooling_device_unregister
0x31331d94	thermal_minidump_register
0x53b3b8d4	thermal_minidump_unregister
0xdf746b5c	thermal_minidump_update_data
0xcf94cd42	thermal_of_cooling_device_register
0x45c436a9	thermal_zone_device_update
0x51bc71de	thermal_zone_get_temp
0xdfa82fb3	thermal_zone_get_zone_by_name
0xb8b27af9	thermal_zone_of_sensor_register
0x99f56a3b	thermal_zone_of_sensor_unregister
0x1939cb0f	tick_nohz_get_sleep_length
0x0fff5afc	time64_to_tm
0x91064def	tmelog_process_request
0xea0dce63	topology_set_thermal_pressure
0x25f64216	trace_array_put
0x0a19d380	trace_event_buffer_commit
0xb464157f	trace_event_buffer_reserve
0x6a2762f5	trace_event_ignore_this_pid
0x9df162b8	trace_event_printf
0xd0d03b9a	trace_event_raw_init
0xa35d7098	trace_event_reg
0x7381287f	trace_handle_return
0xc3bc72ad	trace_print_array_seq
0x99078b39	trace_print_flags_seq
0xcc5c2df4	trace_print_symbols_seq
0xa408db3a	trace_raw_output_prep
0x95e102ab	tracepoint_probe_register
0x9b70c6ff	tracepoint_probe_register_prio
0xdbeeece6	tracepoint_probe_unregister
0x7944e0fc	tracing_off
0x55b19677	try_module_get
0x67f3edc8	try_to_free_mem_cgroup_pages
0x21ef374c	try_wait_for_completion
0xf0104123	tty_flip_buffer_push
0x3b69cd4c	tty_insert_flip_string_fixed_flag
0x95e7d2d1	uart_add_one_port
0x7a752065	uart_get_baud_rate
0xafe128fe	uart_insert_char
0xb8d42e80	uart_register_driver
0x4c57eefc	uart_remove_one_port
0x9151754d	uart_resume_port
0xf78e193f	uart_suspend_port
0xbc5b923a	uart_try_toggle_sysrq
0x6ff5b824	uart_unregister_driver
0xbbee11e1	uart_update_timeout
0xc65f49af	uart_write_wakeup
0x7e6b4418	ucsi_connector_change
0x1036bce3	ucsi_create
0x4d37b9c8	ucsi_destroy
0x63a5db40	ucsi_get_drvdata
0x4b467b65	ucsi_register
0xfa0a0f98	ucsi_set_drvdata
0x79f1e621	ucsi_unregister
0xc59fbfb4	ufs_qcom_phy_dump_regs
0x8e377e75	ufs_qcom_phy_generic_probe
0x9cd685a0	ufs_qcom_phy_get_reset
0x560c6df8	ufs_qcom_phy_init_clks
0x6b8b67e8	ufs_qcom_phy_init_vregulators
0x38e22232	ufs_qcom_phy_power_off
0x6c08323b	ufs_qcom_phy_power_on
0x84a288bf	ufs_qcom_phy_write_tbl
0xfd3cfb1a	uio_unregister_device
0x4466ae63	unlock_page
0xb5a459dc	unregister_blkdev
0x6091b333	unregister_chrdev_region
0x4307f7af	unregister_console
0x121d958a	unregister_die_notifier
0x81f372a2	unregister_ftrace_export
0x16d662d9	unregister_hboost_event_notifier
0x2fe252cc	unregister_inet6addr_notifier
0xfe029963	unregister_inetaddr_notifier
0xeb78b1ed	unregister_kprobe
0xce598ef2	unregister_kretprobe
0x26e298e0	unregister_memory_notifier
0xee47005f	unregister_mpower_notifier
0x4f8abfa5	unregister_netdev
0x9fdecc31	unregister_netdevice_many
0x9d0d6206	unregister_netdevice_notifier
0xce1cf783	unregister_netdevice_queue
0x4fe1eddf	unregister_netevent_notifier
0xc617f82c	unregister_oom_notifier
0xffe9e33d	unregister_pernet_device
0x7681946c	unregister_pm_notifier
0x3a8bcd40	unregister_qdisc
0xac1a55be	unregister_reboot_notifier
0xca9e8c86	unregister_rpmsg_driver
0x0e3f5522	unregister_shrinker
0xd691c6a9	unregister_sysctl_table
0xf8c1938f	unregister_ucsi_glink_notifier
0xcf2a6966	up
0x6b50e951	up_read
0x20d81059	up_write
0xff8509c2	update_devfreq
0x4c3b0929	usb_add_phy_dev
0x7337bcaa	usb_add_redriver
0xe3c2ce83	usb_add_repeater_dev
0x52e71182	usb_alloc_coherent
0x3600a9e1	usb_assign_descriptors
0x7803609d	usb_bam_alloc_fifos
0x69d80ab0	usb_bam_connect
0xe7838d88	usb_bam_disconnect_pipe
0x1ba2ffc4	usb_bam_free_fifos
0xca94d11c	usb_bam_get_bam_type
0xb9793ee5	usb_bam_get_connection_idx
0x790be0b9	usb_bus_idr
0x255161f6	usb_bus_idr_lock
0x5beda6a9	usb_composite_setup_continue
0x106b77f5	usb_control_msg
0x57fb9b84	usb_control_msg_recv
0x25db13a9	usb_control_msg_send
0xa0f3ee6a	usb_debug_root
0x4531624f	usb_decode_ctrl
0x992ccc03	usb_deregister
0x880d48e4	usb_ep_alloc_request
0x1a36c080	usb_ep_autoconfig
0xbadfaba7	usb_ep_dequeue
0x1aec8cdd	usb_ep_disable
0x2dbea237	usb_ep_enable
0x1d6766db	usb_ep_free_request
0xd4616fc7	usb_ep_queue
0x8310b89e	usb_ep_set_halt
0x44695a6a	usb_free_all_descriptors
0xb4127c16	usb_free_coherent
0xfb75c796	usb_function_register
0x6cc38979	usb_function_unregister
0x18ea8197	usb_gadget_connect
0xf22b706c	usb_gadget_disconnect
0x7f2a2646	usb_gadget_wakeup
0xbb317e38	usb_get_redriver_by_phandle
0xcc18a48f	usb_gsi_ep_op
0xa871beb2	usb_ifnum_to_if
0xb1173a32	usb_interface_id
0xfed11ed1	usb_mon_deregister
0xaae56660	usb_mon_register
0x39ed64e7	usb_phy_set_charger_current
0xd1c494a0	usb_pipe_type_check
0xc6b4cf41	usb_put_function_instance
0xb5c287d4	usb_put_redriver
0xfd72f93e	usb_qdss_alloc_req
0x8b49b708	usb_qdss_close
0x37fdbc2b	usb_qdss_free_req
0x28d4623a	usb_qdss_open
0xf62033ec	usb_qdss_write
0x81a5435e	usb_redriver_gadget_pullup_enter
0xc1938068	usb_redriver_gadget_pullup_exit
0xebfd53a5	usb_redriver_get_orientation
0x048fdba7	usb_redriver_host_powercycle
0x3cec56ec	usb_redriver_notify_connect
0x1d06b287	usb_redriver_notify_disconnect
0x7808cab9	usb_redriver_release_lanes
0xfebd8090	usb_register_driver
0x89bbafc6	usb_register_notify
0xc5d795a4	usb_remove_phy
0xf1fb47f4	usb_remove_redriver
0xb02c94ac	usb_remove_repeater_dev
0x39aa4888	usb_role_string
0xc5f12f0a	usb_role_switch_find_by_fwnode
0x1690b503	usb_role_switch_get_drvdata
0x391c7789	usb_role_switch_register
0xd5474690	usb_role_switch_set_role
0x2882d40e	usb_role_switch_unregister
0x77ae495d	usb_speed_string
0x0d4790f7	usb_string_id
0x811dc334	usb_unregister_notify
0xc3055d20	usleep_range_state
0x25e6118b	v4l2_compat_ioctl32
0x230e396c	v4l2_ctrl_find
0x1b369a1a	v4l2_ctrl_handler_free
0x179cbe5d	v4l2_ctrl_handler_init_class
0x470e7e06	v4l2_ctrl_handler_setup
0xd4e0b8c7	v4l2_ctrl_new_custom
0x82976b81	v4l2_ctrl_new_std
0x23502199	v4l2_ctrl_new_std_menu
0xa09737e6	v4l2_ctrl_request_complete
0x4369617c	v4l2_ctrl_request_setup
0x318fc60c	v4l2_ctrl_subscribe_event
0xfcb065f8	v4l2_device_register
0x32907b2d	v4l2_device_register_subdev
0xdfccd4a7	v4l2_device_unregister
0xb3aeb041	v4l2_device_unregister_subdev
0x07063d1d	v4l2_event_dequeue
0x41fd06d6	v4l2_event_pending
0x7f8a7d44	v4l2_event_queue
0x39ccfb93	v4l2_event_queue_fh
0x8493e123	v4l2_event_subscribe
0x9b8a8100	v4l2_event_unsubscribe
0x9a6beb12	v4l2_fh_add
0x35424a8c	v4l2_fh_del
0x2833e2b0	v4l2_fh_exit
0xd521c4f9	v4l2_fh_init
0x1f9aea3a	v4l2_fh_open
0x1d10ec54	v4l2_fh_release
0x9cdf506d	v4l2_m2m_ctx_init
0x4215b3e1	v4l2_m2m_ctx_release
0x730f2eae	v4l2_m2m_init
0xbbf19e6e	v4l2_m2m_job_finish
0x400916df	v4l2_m2m_register_media_controller
0xc6fca5ad	v4l2_m2m_release
0xbdb61a90	v4l2_m2m_request_queue
0xf13ff84d	v4l2_m2m_unregister_media_controller
0xc2cfa33d	v4l2_src_change_event_subscribe
0x5968a6d1	v4l2_subdev_call_wrappers
0x1203a42f	v4l2_subdev_init
0xc56a41e6	vabits_actual
0xe0621179	vb2_buffer_done
0x13a8fb51	vb2_create_bufs
0x6d4177bb	vb2_dqbuf
0xadbb8986	vb2_prepare_buf
0x7372c55e	vb2_qbuf
0xe5acb6e4	vb2_querybuf
0x9112daeb	vb2_queue_init
0xbde9ad39	vb2_queue_release
0x7bd697af	vb2_reqbufs
0xc11260da	vb2_request_validate
0xbe62adeb	vb2_streamoff
0x4029e170	vb2_streamon
0xca27fb9f	vchan_dma_desc_free_list
0x0ac87e78	vchan_find_desc
0x2301f4c6	vchan_init
0x360c5ac5	vchan_tx_desc_free
0xecb24fd2	vchan_tx_submit
0xda0ee32f	verify_pkcs7_signature
0x999e8297	vfree
0xf5b8e9b4	video_devdata
0x1a55b97c	video_device_alloc
0x8f781a31	video_device_release
0xa3f050fc	video_device_release_empty
0x8f44ad68	video_ioctl2
0x1f61040d	video_unregister_device
0x85d767b0	vm_event_states
0x2c91e17c	vm_get_page_prot
0x9c293e84	vm_insert_page
0x4cb9ffc2	vm_iomap_memory
0xcf1a72df	vm_node_stat
0xba0676e2	vm_zone_stat
0xd6ee688f	vmalloc
0x7ccb0ada	vmalloc_nr_pages
0x9fe64cf1	vmalloc_to_page
0xbfbc2abf	vmap
0x90576ec4	vmemdup_user
0xc2cd5c3c	vmf_insert_mixed
0x6838fbe1	vmf_insert_pfn
0x715a5ed0	vprintk
0xaa0c318b	vscnprintf
0x00148653	vsnprintf
0x94961283	vunmap
0x40a9b349	vzalloc
0x25974000	wait_for_completion
0x2e3bcce2	wait_for_completion_interruptible
0xf02aa937	wait_for_completion_interruptible_timeout
0x5c26a53b	wait_for_completion_io_timeout
0x20463df4	wait_for_completion_killable
0x4a3ad70e	wait_for_completion_timeout
0x90271046	wait_on_page_bit
0xb308c97d	wait_woken
0xf6abaae1	wake_up_if_idle
0x4addd462	wake_up_process
0x51bd64fa	wakeup_source_register
0x2baef3ed	wakeup_source_unregister
0x2aca2da5	wcd937x_codec_get_dev_num
0x5137ad7a	wcd937x_get_codec_variant
0x5ac108f3	wcd937x_info_create_codec_entry
0x2b0a9692	wcd937x_mbhc_hs_detect
0xef9eb325	wcd938x_codec_force_enable_micbias_v2
